Fork Name,Publication Title,High Income Co-authors 2017,Low Income Co-authors 2017,Total Co-authors 2017,High Income Co-authors 2023,Low Income Co-authors 2023,Total Co-authors 2023
"Rahul Kashyap, MBBS, MBA",Small systems of Duffing oscillators and the Fermi-Pasta-Ulam-Tsingou system An examination of the possible reasons for the unusual stability of localized nonlinear excitations ‚Ä¶,1,0,1,,,
"Rahul Kashyap, MBBS, MBA",Spatiotemporal Analysis of COVID-19 Hospitalization and ICU Patterns in the United States,,,,3,0,3
"Rahul Kashyap, MBBS, MBA",Survey and Evaluation of Hypertension Machine Learning Research,,,,14,0,14
"Rahul Kashyap, MBBS, MBA",The Fate of Exploding Carbon-Oxygen Chandrasekhar-Mass White Dwarfs: The Production of Stable Iron-Peak Elements in the Type Ia Supernova Remnant 3C 397,1,0,1,,,
"Rahul Kashyap, MBBS, MBA",The Impact of Asthma and Metabolic Syndrome in COVID-19: An Analysis of the Virus COVID-19 Registry,,,,9,0,9
"Rahul Kashyap, MBBS, MBA",The Role of Preoperative Magnetic Resonance Cholangiopancreatography/Endoscopic Retrograde Cholangiopancreatography in the Setting of Mildly Elevated Liver Enzymes Prior to ‚Ä¶,,,,1,0,1
"Rahul Kashyap, MBBS, MBA",Therapeutic Use of Baricitinib in Covid-19: A Systematic Review and Meta-Analysis,,,,3,1,4
"Rahul Kashyap, MBBS, MBA",Timing of intubation in acute respiratory failure associated with sepsis: a mixed methods study,3,0,3,,,
"Rahul Kashyap, MBBS, MBA",Unique Presentation of Syphilis With Ocular Involvement: A Case Report,,,,1,0,1
"Rahul Kashyap, MBBS, MBA",Universal Health Care System in India: An In-Depth Examination of the Ayushman Bharat Initiative,,,,1,0,1
"Rahul Kashyap, MBBS, MBA","WCN23-0181 CLINICAL PRESENTATION, EPIDEMIOLOGY, MANAGEMENT, AND FOLLOW-UP FOR PATIENTS DIAGNOSED WITH BARTTER SYNDROME: A SYSTEMATIC REVIEW OF CASE REPORTS AND CASE SERIES",,,,2,0,2
"Rahul Kashyap, MBBS, MBA",Xylene Induced Facial Swelling: A Rare Case Report of Dental Negligence,2,0,2,,,
Tammy Eaton,1103: MULTIDISCIPLINARY ICU RECOVERY CLINIC VISITS: QUALITATIVE ANALYSIS OF PATIENT-PROVIDER INTERACTIONS,,,,13,0,13
Tammy Eaton,121: POST-ICU CLINICS MAY REDUCE ICU STAFF BURNOUT: CRITICAL & ACUTE ILLNESS RECOVERY ORGANIZATION REPORT,,,,13,0,13
Tammy Eaton,Conceptualizing Transitional Care After Critical Illness Using Stakeholder Perspectives: A Qualitative Content Analysis,,,,3,0,3
Tammy Eaton,Driving decisions after critical illness: Qualitative analysis of patient-provider reviews during ICU recovery clinic assessments,,,,4,0,4
Tammy Eaton,Examining the needs of survivors of critical illness through the lens of palliative care: A qualitative study of survivor experiences,,,,1,0,1
Tammy Eaton,Hospital factors that influence ICU admission decision-making: a qualitative study of eight hospitals,,,,4,0,4
Tammy Eaton,Importance of Reconnection With ICU Survivors to ICU Recovery Program Clinicians,,,,21,0,21
Tammy Eaton,Multidisciplinary ICU recovery clinic visits: a qualitative analysis of patient-provider dialogues,,,,4,0,4
Tammy Eaton,Return to Driving After Critical Illness,,,,1,0,1
Tammy Eaton,Understanding and managing anxiety sensitivity during critical illness and long-term recovery,,,,4,0,4
Timucin Taner,American Society of Transplant Surgeons recommendations on best practices in donation after circulatory death organ procurement,,,,13,0,13
Timucin Taner,Banff 2022 Liver Group Meeting Report: Monitoring Long Term Allograft Health,,,,33,0,33
Timucin Taner,Biliary Tube Placement at the Time of Liver Transplantation Reduces Non-Therapeutic ERCP,,,,6,0,6
Timucin Taner,Combined heart and liver transplantation in highly sensitized patients: protection of the cardiac allograft from antibody mediated rejection by initial liver implantation,2,0,2,,,
Timucin Taner,Cytokines and immune cell phenotype in acute kidney injury associated with immune checkpoint inhibitors,,,,5,3,8
Timucin Taner,HILPDA promotes NASH-driven HCC development by restraining intracellular fatty acid flux in hypoxia,,,,2,0,2
Timucin Taner,Immunosuppression: The Global Picture,1,0,1,,,
Timucin Taner,Importance of routine antihuman/leukocyte antibody monitoring: de novo donor specific antibodies are associated with rejection and allograft vasculopathy after heart ‚Ä¶,1,0,1,,,
Timucin Taner,Issues in multi-organ transplantation of the liver with kidney or heart in polycystic liver-kidney disease or congenital heart disease: Current practices and immunological aspects,,,,1,0,1
Timucin Taner,Liver Mesenchymal Stem Cells Inhibit T Cell Alloresponses,3,0,3,,,
Timucin Taner,Liver transplantation: rejection and tolerance,1,0,1,,,
Timucin Taner,Modelling Primary Sclerosing Cholangitis using Induced Pluripotent Stem Cell-Derived Cholangiocytes and 3-Dimensional Biliary Spheroids,5,0,5,,,
Timucin Taner,Not all cellular rejections are the same: Differences in early and late hepatic allograft rejection,6,0,6,,,
Timucin Taner,Novel Benchmark for Adult-to-Adult Living-Donor Liver Transplantation. Integrating Eastern and Western Experiences,,,,2,10,12
Timucin Taner,Phenotypic and functional assessment of t cell alloimmunity after liver transplantation,2,0,2,,,
Timucin Taner,Surgical treatment of hepatocellular carcinoma,1,0,1,,,
Timucin Taner,"The highly sensitized, high MELD, simultaneous liver‚Äêkidney or status 1A heart‚Äêliver transplant candidate",1,0,1,,,
Timucin Taner,Unique molecular changes in kidney allografts after simultaneous liver-kidney compared with solitary kidney transplantation,1,0,1,,,
Vivek Iyer,A population-based analysis of germline BAP1 mutations in melanoma,1,0,1,,,
Vivek Iyer,A screen for combination therapies in BRAF/NRAS wild type melanoma identifies nilotinib plus MEK inhibitor as a synergistic combination,16,0,16,,,
Vivek Iyer,An efficient method for generation of bi-allelic null mutant mouse embryonic stem cells and its application for investigating epigenetic modifiers,2,0,2,,,
Vivek Iyer,Enhancing the genome editing toolbox: genome wide CRISPR arrayed libraries,3,0,3,,,
Vivek Iyer,Genomic analysis and clinical management of adolescent cutaneous melanoma,4,0,4,,,
Vivek Iyer,Heterogeneous treatment effects of therapeutic-dose heparin in patients hospitalized for COVID-19,,,,45,0,45
Vivek Iyer,Mutually exclusive genetic interactions and gene essentiality shape the genomic landscape of primary melanoma,,,,1,0,1
Vivek Iyer,New therapies for the treatment of BRAF/NRAS wild type melanoma,14,0,14,,,
Vivek Iyer,Population-based analysis of POT1 variants in a cutaneous melanoma case‚Äìcontrol cohort,,,,1,0,1
Vivek Iyer,"Rare variant, gene-based association study of hereditary melanoma using whole-exome sequencing",12,0,12,,,
Vivek Iyer,Revisiting olfactory receptors as putative drivers of cancer,1,0,1,,,
Yasaman Adibnia,Tocilizumab in the treatment of twelve cases with aa amyloidosis secondary to familial mediterranean fever,1,0,1,,,
