,Author,Author,Fork,Fork
A Novel Non-Invasive Assessment of Cardiac Hemodynamics in Patients With Heart Failure and Atrial Fibrillation,0.5,0.5,1,0
A PHANTOM FOR EMISSION TOMOGRAPHY SYSTEM EVALUATION,1,0,0,1
A Physiology-Driven Computational Model for Post-Cardiac Arrest Outcome Prediction,0.25,0.75,0,1
A Physiology-Driven Machine Learning Model for Post-Cardiac Arrest Outcome Prediction Using a Large Multi-Center Database,0,1,0,1
A Real-Time Deep Learning Approach for Inferring Intracranial Pressure from Routinely Measured Extracranial Waveforms in the Intensive Care Unit,0.375,0.625,0,1
A Retrospective Analysis of the Effects of Pulmonary Rehabilitation in Non-COPD Patients Enrolled in a Community Hospital,1,0,1,0
A Rhythmic Electrocardiographic Pattern in an Older Adult With Chest Pain,1,0,1,0
A Survey of Contemporary Practice of Critical Care Anesthesiologists in the United States,0.4,0.6,0,1
A Survey of Tele-Critical Care State and Needs in 2019 and 2020 Conducted among the Members of the Society of Critical Care Medicine,0.764705882,0.235294118,1,0
A Vital Sign-Based Model to Predict Clinical Deterioration in Hospitalized Children,0.4,0.6,0,1
A Woman With Refractory Hypoxemia,0.25,0.75,1,0
"A case of birt-hogg-dube, presenting with recurrent pneumothorax, managed with intrabronchial valve placement",0,1,0,1
A case of vaping-induced acute respiratory distress syndrome requiring extracorporeal life support,0.333333333,0.666666667,0,1
A clinical description of extubation failure in patients with primary brain injury,0.25,0.75,0,1
A clinician‚Äôs guide to understanding and critically appraising machine learning studies: a checklist for Ruling Out Bias Using Standard Tools in Machine Learning (ROBUST-ML),0,1,1,0
A comparison of methohexital versus etomidate for endotracheal intubation of critically ill patients,0.5,0.5,0,1
A comparison of methohexital versus etomidate for rapid sequence intubation in critically ill patients,0.5,0.5,0,1
A comprehensive map of intron branchpoints and lariat RNAs in plants,0.230769231,0.769230769,1,0
A focus on subtle signs and motor behavior to unveil awareness in unresponsive brain-impaired patients: the importance of being clinical,0.6,0.4,0,1
A framework for diagnosing and classifying intensive care unit-acquired weakness,0,1,0,1
A grading system for invasive pulmonary adenocarcinoma: a proposal from the International Association for the Study of Lung Cancer Pathology Committee,0.517241379,0.482758621,0,1
A locally optimized data-driven tool to predict sepsis-associated vasopressor use in the ICU,0,1,1,0
A low-glycemic nutritional fitness program to reverse metabolic syndrome in professional firefighters: results of a pilot study,1,0,1,0
A machine learning-based prediction of cardiac arrest outcome using a large multi-center database,0.222222222,0.777777778,0,1
A method for whole protein isolation from human cranial bone,0,1,0,1
A mixed methods study of tele-ICU nursing interventions to prevent failure to rescue of patients in critical care,1,0,1,0
"A model of pressure, oxygenation, and perfusion risk factors for pressure ulcers in the intensive care unit",0.5,0.5,0,1
A multi-modal array of interpretable features to evaluate language and speech patterns in different neurological disorders,0.25,0.75,0,1
"A multicenter, prospective, observational study to determine predictive factors for multidrug‚Äêresistant pneumonia in critically ill adults: The DEFINE study",0.552631579,0.447368421,1,0
A multidisciplinary qi initiative to improve or‚Äìicu handovers,0.5,0.5,0,1
A noninvasive bedside technique for retrieval of an entrapped guidewire from a vena cava filter without fluoroscopy,0.285714286,0.714285714,0,1
A novel ICU hand-over tool: the glass door of the patient room,0.5,0.5,0,1
A novel LAMA3a mutation causing fatal junctional epidermolysis bullosa-laryngo-onycho-cutaneous (JEB-LOC) syndrome,1,0,0,1
A novel comprehensive infection control protocol; Prevention and eradication of multiresistant organisms outbreak in the intensive care unit using a multidisciplinary approach,0.571428571,0.428571429,0,1
A pilot study of pepsin in tracheal and oral secretions,0.5,0.5,0,1
A precision medicine framework for classifying patients with disorders of consciousness: Advanced Classification of Consciousness Endotypes (ACCESS),0.2,0.8,0,1
A prediction model for bacteremia and transfer to intensive care in pediatric and adolescent cancer patients with febrile neutropenia,0,1,0,1
A preliminary report on the determination of natural radioactivity levels of the State of Qatar using high-resolution gamma-ray spectrometry,1,0,1,0
A rapidly progressing Pancoast syndrome due to pulmonary mucormycosis: a case report,0.5,0.5,0,1
A rare case of ST-elevation myocardial infarction after blunt chest trauma,0.5,0.5,0,1
A rare case of disseminated Trichosporon asahii infection after orthotopic liver transplant,0.571428571,0.428571429,0,1
A rational framework for selecting modes of ventilation,0,1,0,1
A smartwatch-based framework for real-time and online assessment and mobility monitoring,0.666666667,0.333333333,0,1
A study to evaluate the effectiveness of the currently utilized acute kidney injury (AKI) alert: a use case example for a learning health system,0.25,0.75,0,1
A syndromic surveillance tool to detect anomalous clusters of COVID-19 symptoms in the United States,0.285714286,0.714285714,0,1
A taxonomy for mechanical ventilation: 10 fundamental maxims,0,1,0,1
A taxonomy for patient-ventilator interactions and a method to read ventilator waveforms,0,1,0,1
A voxel-based morphometry study of gray and white matter correlates of a need for uniqueness,0.583333333,0.416666667,0,1
A young patient with a minimal smoking history presents with bullous emphysema and recurrent pneumothorax,0.25,0.75,0,1
A24 ASK ME WHY: EVALUATION AND TREATMENT OF PLEURAL DISEASE: Autologous Blood Patch Pleurodesis For Persistent Air-Leak From Secondary Spontaneous Pneumothorax: A Systematic Review,1,0,0,1
A27 CURRENT TOPICS IN RESPIRATORY FAILURE AND VENTILATORY SUPPORT: The Natural History Of Lung Function After Initiation Of Non-Invasive Ventilation In A Large Cohort Of ‚Ä¶,1,0,0,1
ACCP WHITE PAPER,0.5,0.5,1,0
AMA?,1,0,0,1
AMERICAN THORACIC SOCIETY DOCUMENTS An OfÔ¨Åcial American Thoracic Society Clinical,0.375,0.625,0,1
APILOT STUDY OF,0,1,0,1
APRV for ARDS: the complexities of a mode and how it affects even the best trials,0.5,0.5,0.5,0.5
ARDS Associated with Acute Graft Rejection Post Small Bowel Transplant,1,0,0,1
ARTICLE OF THE MONTH,0,1,0,1
ASSESSING THE NEUROBEHAVIORAL AND COGNITIVE EFFECTS OF TRAUMATIC BRAIN INJURY IN A JUVENILE MINI-PIG MODEL SYSTEM,0.75,0.25,0,1
ATS Committee on ICU-acquired Weakness in Adults; American Thoracic Society. An official American Thoracic Society Clinical Practice guideline: the diagnosis of intensive care ‚Ä¶,1,0,0,1
Abnormal thrombosis and neutrophil activation increase hospital-acquired sacral pressure injuries and morbidity in COVID-19 patients,0.454545455,0.545454545,0,1
Abnormal vital signs after laparoscopic colorectal surgery: More common than you think,0.5,0.5,0,1
Abstract 124,0.133333333,0.866666667,0,1
Abstract P270: Simulating the Effects of Door-In-Door-Out Interventions,0.642857143,0.357142857,0,1
Abstract P69: Proteomic Analysis of Craniosynostosis Tissue Suggests a Link Between Inflammation and Premature Suture Fusion,0.25,0.75,0,1
Abstract TMP38: Using Natural Language Processing To Investigate Diagnostic Error In Acute Stroke,0.5,0.5,0,1
Abstract TP94: Stroke Severity Scales Do Not Predict Adverse Hospital Outcome Variables In Young Stroke Patients: Results From A Regional Stroke Center Of Excellence,0.5,0.5,1,0
Abstract WMP83: Bidirectional Brain-Microbiome Interaction in a Murine Thrombotic Stroke Model,0,1,0,1
Access to HPV vaccination in Japan: Increasing social trust to regain vaccine confidence,0.25,0.75,0,1
Accidental bolus of parenteral nutrition,0,1,0,1
Accuracy and reproducibility of intraoperative assessment on tumor spread through air spaces in stage 1 lung adenocarcinomas,0.6,0.4,0,1
Accuracy of measuring bladder volumes with ultrasound and bladder scanning,0.5,0.5,0,1
Accuracy of samsung gear s smartwatch for activity recognition: Validation study,0.5,0.5,0,1
"Acid‚Äìbase disturbances in intensive care patients: etiology, pathophysiology and treatment",0,1,0,1
Activity and circadian rhythm of sepsis patients in the Intensive Care Unit,0.6,0.4,0,1
Acute Hepatic Failure,0.5,0.5,0,1
Acute Skeletal Muscle Loss in Patients with SARS-CoV-2 Infection Contributes to Poor Clinical Outcomes Including Mortality,1,0,1,0
Acute encephalopathy,0.5,0.5,0,1
Acute hepatotoxicity after high-dose cytarabine for the treatment of relapsed acute myeloid leukemia: a case report,0.5,0.5,1,0
Acute liver failure: a management challenge for the practicing gastroenterologist,0,1,0,1
Acute lung injury in a neurosciences critical care unit,1,0,0,1
Acute lung injury in critical neurological illness,0.333333333,0.666666667,0,1
Acute orthodeoxia: evaluation using point-of-care ultrasound imaging,0.25,0.75,1,0
Acute respiratory distress syndrome: Implications of recent studies,0,1,0,1
Acute respiratory failure requiring mechanical ventilation in severe chronic obstructive pulmonary disease (COPD),0.333333333,0.666666667,0,1
Acute skeletal muscle loss in SARS‚ÄêCoV‚Äê2 infection contributes to poor clinical outcomes in COVID‚Äê19 patients,0.777777778,0.222222222,1,0
Adapting clinical pharmacy staffing models during the COVID‚Äê19 pandemic: Lessons learned and considerations for future disaster planning,0.75,0.25,1,0
Adapting rapid assessment procedures for implementation research using a team-based approach to analysis: a case example of patient quality and safety interventions in the ICU,1,0,1,0
Adherence to blood product transfusion guidelines‚Äîan observational study of the current transfusion practice in a medical intensive care unit,0.142857143,0.857142857,0,1
Adjunctive Vasopressors in Patients with Septic Shock: Protocol for a Systematic Review and Meta-Analysis,1,0,1,0
Admission Code Status and End-of-life Care for Hospitalized Patients with COVID-19,1,0,1,0
Admission code status and end-of-life care for hospitalized patients with COVID-19,0.375,0.625,1,0
Adoption of a dedicated multidisciplinary team is associated with improved survival in acute pulmonary embolism,0.333333333,0.666666667,0,1
Adult parenteral nutrition utilization at a tertiary care hospital,0.6,0.4,0,1
"Adults ATSCoI-aWi, American Thoracic S. An official American Thoracic Society Clinical Practice guideline: the diagnosis of intensive care unit-acquired weakness in adults",1,0,0,1
Advanced schemes for underdense plasma photocathode wakefield accelerators: pathways towards ultrahigh brightness electron beams,1,0,1,0
Adverse motor effects of progressive supranuclear palsy with frontal lobe signs: A case report,0.75,0.25,0,1
Air travel of patients with abdominal aortic aneurysm: urgent air medical evacuation and nonurgent commercial air repatriation,0.4,0.6,0,1
Airway Pressure Release Ventilation in Acute Respiratory Failure Due to COVID-19: When One Door Closes reply,0.6,0.4,0,1
Airway Pressure Release Ventilation in COVID-19: There's More to This Than Meets the Eye Reply,0.4,0.6,0,1
Airway management considerations in patients with COVID-19.,0.333333333,0.666666667,1,0
All shock states are not the same. Systolic anterior motion of mitral valve causing left ventricular outflow tract obstruction in septic shock,0.5,0.5,1,0
All-optical density downramp injection in electron-driven plasma wakefield accelerators,1,0,1,0
Alternative modes of mechanical ventilation: A review for the hospitalist,0.5,0.5,0,1
Amiodarone pulmonary toxicity after lung transplantation,0.75,0.25,0,1
Amygdala and cingulate structure is associated with stereotype on sex-role,0.5625,0.4375,0,1
An LC-IMS-MS platform providing increased dynamic range for high-throughput proteomic studies,1,0,0,1
An Official ATS Clinical Practice Guideline: The Diagnosis of Intensive Care Unit Acquired Weakness,0.375,0.625,0,1
An Unexpected Benefit: Does Early Urinary Catheter Removal Reduce the Risk of Surface Dependent Pressure Ulcers in the Critically Ill?,0,1,0,1
An Unsupervised Machine-Learning-Based Approach Elucidates the Prognostic Value of Symptom Clusters in Heart Failure Patients Evaluated in the Emergency Department,0.666666667,0.333333333,1,0
An annotated ventricular tachycardia (VT) alarm database: Toward a uniform standard for optimizing automated VT identification in hospitalized patients,0.571428571,0.428571429,1,0
An assessment of the natural radioactivity distribution and radiation hazard in soil samples from Qatar using high-resolution gamma-ray spectrometry,0.909090909,0.090909091,1,0
An efficient data format for mass spectrometry-based proteomics,0,1,0,1
An electronic antimicrobial stewardship intervention reduces inappropriate parenteral antibiotic therapy,0.625,0.375,0,1
An interpretable machine learning model for accurate prediction of sepsis in the ICU,0.666666667,0.333333333,1,0
An official American Thoracic Society Clinical Practice guideline: the diagnosis of intensive care unit‚Äìacquired weakness in adults,0.375,0.625,0,1
An overview of e-waste management in China,0.111111111,0.888888889,1,0
"An unusual case of Salmonella Enteritidis causing pneumonia, septic shock and multiple organ failure in an immunocompetent patient",1,0,1,0
Anaesthesia Critical Care & Pain Medicine,0.2,0.8,0,1
Analgesia and sedation strategies in mechanically ventilated adults with COVID‚Äê19,0.666666667,0.333333333,1,0
Analgesia for total hip arthroplasty with posterior lumbar plexus block,1,0,0,1
Analysis of Interpretable Handwriting Features to Evaluate Motoric Patterns in Different Neurodegenerative Diseases,1,0,0,1
Analysis of discrepancies between pulse oximetry and arterial oxygen saturation measurements by race and ethnicity and association with organ dysfunction and mortality,0.555555556,0.444444444,0.666666667,0.333333333
"Analysis of microRNAs, phased small interfering RNAs and their potential targets in Rosarugosa Thunb.",0.181818182,0.818181818,1,0
Analysis of the Ventilator Associated Condition (VAC) in Large Open ICU Datasets,1,0,0.5,0.5
Analysis of the methodologic quality of reporting of meta-analyses in anesthesiology and pain medicine,0.333333333,0.666666667,0,1
Analytic review: neurological complications of transplantation,0.666666667,0.333333333,0,1
Anesthesia Instrument Recognition System.,0.333333333,0.666666667,0,1
"Angled laser triggered electron injection in the electron driven plasma wakefield acceleration scheme: a case study in a pursuit to increase tolerance levels, based on FACET II ‚Ä¶",0.1,0.9,1,0
Annotation protocol designed to improve ventricular tachycardia identification during in-hospital ECG,0.6,0.4,1,0
Anthracostenosis,0,1,0,1
Application of mid-frequency ventilation in an animal model of lung injury: a pilot study,0,1,0,1
Applications of Artificial Intelligence in Pediatric Oncology: A Systematic Review,0.6,0.4,0,1
Applying Learning Theory To Develop A Course On Hemodynamic Monitoring Of The Critically Ill Patient,0.125,0.875,0,1
Approach to the comatose patient,1,0,0,1
Approaches for Non-Invasive Objective Assessment of Myocardial Ischemia Across the Continuum of Clinical Care,1,0,1,0
Arrhythmias of Noncardiac Origin,1,0,1,0
Arterial stiffness is associated with QTc interval prolongation in patients with heart failure,0.4,0.6,1,0
Assessing current therapeutic approaches to decode potential resistance mechanisms in glioblastomas,0.4,0.6,1,0
Assessment of EMR Data Availability Within the First 12 Hours of Admission for Prediction by Machine Learning Methods,1,0,1,0
"Assessment of Symptom, Disability, and Financial Trajectories in Patients Hospitalized for COVID-19 at 6 Months",0.337837838,0.662162162,0.666666667,0.333333333
Assessment of white matter injury and outcome in severe brain trauma: a prospective multicenter cohort,0.36,0.64,0,1
Assistive Multimodal Wearable for Open Air Digit Recognition Using Machine Learning,0.333333333,0.666666667,0,1
Association Between Critical Events in the PICU and Outcomes in Neighboring Patients,0.285714286,0.714285714,0,1
Association Between In-Hospital Critical Illness Events and Outcomes in Patients on the Same Ward,0.5,0.5,0,1
Association Between Room Location and Adverse Outcomes in Hospitalized Patients,0.2,0.8,0,1
Association between gray matter volume in the caudate nucleus and financial extravagance: Findings from voxel-based morphometry,0.555555556,0.444444444,0,1
Association between history of cancer and major adverse cardiovascular events in patients with chest pain presenting to the emergency department: a secondary analysis of a ‚Ä¶,0.8,0.2,1,0
Association between resting-state functional connectivity 2 and empathizing/systemizing,0.571428571,0.428571429,0,1
Association between resting-state functional connectivity and empathizing/systemizing,0.615384615,0.384615385,0,1
Association of Noninvasive Respiratory Support with Extubation Outcomes in Brain-injured Patients Receiving Mechanical Ventilation: A Secondary Analysis of the ENIO Prospective ‚Ä¶,0.166666667,0.833333333,0,1
Association of Renin Angiotensin Aldosterone System Inhibitors and Outcomes of Hospitalized Patients With COVID-19,0.285714286,0.714285714,1,0
Association of chloride-rich fluids and medication diluents on the incidence of hyperchloremia and clinical consequences in aneurysmal subarachnoid hemorrhage,0.5,0.5,1,0
Association of early steroid administration with outcomes of children hospitalized for COVID-19 without Multisystem inflammatory syndrome in children,0.548387097,0.451612903,0,1
Association of hair iron levels with creativity and psychological variables related to creativity,0.5625,0.4375,0,1
Association of phosphate containing solutions with incident hypophosphatemia in critically ill patients requiring continuous renal replacement therapy,1,0,1,0
Association of phosphate-containing versus phosphate-free solutions on ventilator days in patients requiring continuous kidney replacement therapy,0,1,1,0
Asynchrony During Mechanical Ventilation Results In Higher Level Of Arousal Based On Eeg Analysis,0.5,0.5,0,1
Atlas-Based Quantitative Diffusion-Weighted Mapping in Patients with Aneurysmal Subarachnoid Hemorrhage (P06. 231),0.285714286,0.714285714,0,1
"Atrial fibrillation in patients hospitalized with COVID-19: incidence, predictors, outcomes, and comparison to influenza",0.454545455,0.545454545,0,1
Attenuation of ischemia-reperfusion injury in swine resuscitated for hemorrhagic shock by low-dose inhaled nitrite or carbon monoxide,1,0,1,0
Attosecond-Angstrom free-electron-laser towards the cold beam limit,1,0,1,0
Augmented renal clearance in patients with subarachnoid hemorrhage,1,0,1,0
Author Correction: A syndromic surveillance tool to detect anomalous clusters of COVID-19 symptoms in the United States,0.285714286,0.714285714,0,1
Author Correction: Decoding accelerometry for classification and prediction of critically ill patients with severe brain injury,0.285714286,0.714285714,0,1
"Author Index Vol. 118, No. 2‚Äì4, 1999",0.652892562,0.347107438,0,1
"Author Response: Yousef Hannawi, Columbus, OH; Robert D. Stevens, Baltimore, MD.",0,1,0,1
"Author and Subject Index Vol. 118, 1999",0.652892562,0.347107438,0,1
Author reply: DoC: a pathophysiological continuum with high variabiity?,0,1,0,1
Author reply: Too less experiments for an ALE-meta analysis?,0,1,0,1
Automated Matching of Patients to Clinical Trials: A Patient-Centric Natural Language Processing Approach for Pediatric Leukemia,0.166666667,0.833333333,0,1
Automated annotation and quantification of glycans using liquid chromatographyâ€“mass spectrometry,0.666666667,0.333333333,0,1
Automated glycan sequencing from tandem mass spectra of N-linked glycopeptides,0.5,0.5,0,1
Autonomic dysfunction characterized by Heart Rate Variability among patients with Sepsis-related Acute Respiratory Failure,0.5,0.5,1,0
Autonomous detection of disruptions in the intensive care unit using deep mask R-CNN,0.5,0.5,0,1
B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant Liver Failure,0,1,0,1
B-type natriuretic peptide as a marker for heart failure in patients with acute stroke,0,1,0,1
B39 INTERVENTIONAL PULMONARY MEDICINE: RECENT ADVANCES: Diagnostic Yield And Safety Of Electromagnetic Navigational Bronchoscopy: a Single Center Experience,1,0,0,1
B43 MECHANISMS OF INJURY IN ARDS AND VILI: The Impact Of Patient Effort On Achieving Lung Protective Ventilation,0,1,0,1
B44 INVASIVE AND NON-INVASIVE MECHANICAL VENTILATION: Prone Position Ventilation And The Development Of Pressure Ulcers: Experience From A Tertiary Care Referral Center,1,0,0,1
BRAIN MRI REVEALS THE STRUCTURAL CAUSES OF ENCEPHALOPATHY IN CRITICAL ILLNESS.: 187-M,0,1,0,1
BROKEN HEARTED FROM MYASTHENIA,0.333333333,0.666666667,0,1
Basic principles of ventilator design,0,1,0,1
Basic sciences in anesthesia,0,1,1,0
Best practices: Incorporating pharmacy technicians and other support personnel into the clinical pharmacist's process of care,0.428571429,0.571428571,1,0
Beyond the ST-Segment: Novel Methods to Quantify Acute Myocardial Ischemia in Patients with Suspected Acute Coronary Syndrome,0,1,1,0
Bioinformatics protocols in glycomics and glycoproteomics,0.5,0.5,0,1
Blood Loss from Routine Phlebotomy Practices and a Strategy for Conservation,0.4,0.6,0,1
Blood transcriptomics predicts progression of pulmonary fibrosis and associated natural killer cells,0.625,0.375,0,1
Blood transfusion for upper gastrointestinal bleeding: is less more again?,0,1,0,1
Body Temperature Trajectory Associated with Venous Thromboembolism in COVID-19 Patients,1,0,1,0
Boundary layer adjustments to bottom topography and suspended sediment. Bottom Turbulenc,1,0,0,1
"Brain Disorders in Critical Illness: Mechanisms, Diagnosis, and Treatment",0,1,0,1
Brain Natriuretic Peptide (BNP) as an Indicator of Acute Right Heart Strain at the Time of Pulmonary Embolus Diagnosis Across Varying Body Mass Indices (BMI),1,0,0,1
"Brain disorders in critical illness: mechanisms, diagnosis, and treatment",0,1,0,1
Brain imaging in intensive care medicine,1,0,0,1
Bronchiolitis obliterans organizing pneumonia after orthotopic liver transplantation,0.428571429,0.571428571,0,1
"Bronchoscopy and CXR are not required with percutaneous dilational tracheostomy using the ciaglia"" Blue Rhino (TM)""",1,0,0,1
Bundling or multiple interventions needed to control nosocomial infections,1,0,0,1
C-reactive protein in subarachnoid hemorrhage,1,0,0,1
"C43 CRITICAL CARE: NEW CARE APPROACHES: Continuous In-House Intensivist Coverage Decreases Mortality, Ventilator Free Hours, And Critical Care Length Of Stay In A Large ‚Ä¶",1,0,1,0
C50 CRITICAL CARE: NON-PULMONARY CRITICAL CARE PROBLEMS: Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,1,0,1,0
"C57 CRITICAL CARE CASE REPORTS: HEMATOLOGY, ONCOLOGY, RHEUMATOLOGY, AND IMMUNOLOGY: B Cell Lymphoma Associated Hemophagocytic Lymphohistiocytosis (hlh) Presenting As Fulminant ‚Ä¶",1,0,0,1
CARDIAC METASTASIS OF NEUROENDOCRINE TUMOR: A CASE REPORT,0.6,0.4,1,0
CARDIOVASCULAR ANESTHESIA-Society of Cardiovascular Anesthesiologists-Pharmacologic Myocardial Protection in Patients Undergoing Noncardiac Surgery: A Quantitative Systematic ‚Ä¶,0,1,0,1
CATHETER-RELATED BLOODSTREAM INFECTION RATES IN MINOCYCLINE/RIFAMPIN VS. CHLORHEXIDINE/SILVER SULFADIAZINE-IMPREGNATED CENTRAL VENOUS CATHETERS-RESULTS OF A 46 MONTH STUDY,0.5,0.5,0,1
CHANGES IN T-CELL SUBSETS ARE CORRELATED WITH MODS SCORE CHANGES AND NUTRITIONAL STATUS.,0,1,0,1
CHARACTERISTICS OF CRITICALLY ILL ADULTS WITH UNAVOIDABLE SACROCOCCYGEAL HOSPITAL-ACQUIRED PRESSURE INJURIES (HAPI): A CASE-CONTROL STUDY,0.333333333,0.666666667,0,1
CHEST Postgraduate Education Corner,0.25,0.75,0,1
CHIRURGIE CARDIAQUE CHEZ L'OCTOGENAIRE,1,0,0,1
CLINICAL OUTCOMES RELATED TO CONVERSION FROM THE RAMSAY SEDATION SCALE TO THE RICHMOND AGITATION SEDATION SCALE,0.6,0.4,0,1
CNE. Optimizing Antibiotic Management For Acute Simple Cystitis in Women: An Evidence-Based Roadmap for the Primary Care Ambulatory Setting.,1,0,1,0
COMPASS-CAT versus Khorana risk assessment model for predicting venous thromboembolic events in patients with non-small cell lung cancer on active treatment with chemotherapy ‚Ä¶,0.454545455,0.545454545,0,1
CONNECTIONS BETWEEN DAILY ACTIVITY PATTERNS AND ECOLOGICAL MOMENTARY ASSESSMENTS OF PAIN IN OLDER ADULTS,1,0,0,1
COPD overdiagnosis and its effect on 30-day hospital readmission rates,0,1,0,1
CORRELATION BETWEEN PEAK MITRAL ANNULAR SYSTOLIC VELOCITY AND LEFT VENTRICULAR EJECTION FRACTION IN SEPSIS AND SEPTIC SHOCK,0.6,0.4,1,0
COVID-19 Impact on Registered Nurses in a Hospital in the United States: A Qualitative Study,0.5,0.5,1,0
COVID-19 and the Electronic Health Record: Tool Design and Evolution at the US Pandemic Epicenter,0.5,0.5,0,1
COVID-19 coagulopathy Reply,0.4,0.6,1,0
COVID-19-associated critical illness‚Äîreport of the first 300 patients admitted to intensive care units at a New York City Medical Center,0.333333333,0.666666667,0,1
Can Early Initiation of Continuous Renal Replacement Therapy in Acute Liver Failure Patients with Acute Kidney Injury Improve Outcomes?: Presidential Poster: 387,0.2,0.8,0,1
Can statins prevent the neurologic complications of CABG?,1,0,0,1
Canakinumab to Reduce Deterioration of Cardiac and Respiratory Function in Sars-cov2 Associated Myocardial Injury With Heightened Inflammation (canakinumab in Covid-19 Cardiac ‚Ä¶,0.333333333,0.666666667,1,0
Canakinumab to reduce deterioration of cardiac and respiratory function in SARS‚ÄêCoV‚Äê2 associated myocardial injury with heightened inflammation (canakinumab in Covid‚Äê19 cardiac ‚Ä¶,0.5,0.5,1,0
Cardiac Dysrhythmia During Pacing in an Infant,1,0,1,0
Cardiac surgery in octogenarians,1,0,0,1
Cardiogenic shock complicating sepsis and septic shock: A national inpatient sample analysis.,1,0,1,0
Cardiopulmonary bypass and bronchoscopy for removal of large gravel in the bronchial tree,0,1,0,1
Cardiovascular Adverse Events after COVID-19 Vaccination,0.5,0.5,0,1
Cardiovascular Clinical Assessment and Diagnostic Procedures,1,0,1,0
Cardiovascular death and progression to endâ€êstage renal disease after major surgery in elderly patients,1,0,0,1
Cardiovascular diagnostic procedures,1,0,1,0
Cardiovascular disorders,1,0,1,0
Caring for two in the ICU: Pharmacotherapy in the critically ill pregnant patient,0.571428571,0.428571429,1,0
Caring for two in the ICU: pharmacologic management of pregnancy‚Äêrelated complications,0.5,0.5,1,0
Case Report of Cefepime Induced Neurotoxicity Despite Renal Dose Adjustment Based on Cockroft-Gault Equation,1,0,1,0
"Case based review questions, review sessions, and call schedule type enhance knowledge gains in a surgical clerkship",0,1,0,1
"Case-mix, care pathways, and outcomes in patients with traumatic brain injury in CENTER-TBI: a European prospective, multicentre, longitudinal, cohort study",0.435483871,0.564516129,0,1
"Cassandra Landholt, coauthor of",0.333333333,0.666666667,0,1
Causes of diabetic ketoacidosis among adults with type 1 diabetes mellitus: insulin pump users and non-users,0.5,0.5,0,1
Cecal bascule after spinal cord injury: a case series report,1,0,0,1
Central lung gene expression associates with myofibroblast features in idiopathic pulmonary fibrosis,0.2,0.8,0,1
Cerebral Blood Volume Decreases Demonstrated during Breath Hold with Vascular Space Occupancy (VASO) and VASO-FLAIR fMRI,1,0,0,1
Cerebral Gas Embolism-A Serious Complication of CO2 Angiography,0.5,0.5,0,1
Cerebral blood volume changes in arterial and post-arterial compartments and their relationship with cerebral blood flow alteration during brief breath-holding and visual ‚Ä¶,0,1,0,1
Cerebrovascular Contributions to Pre-Post-Operative Cognitive Slowing in Clock Drawing after Total Knee Arthroplasty in Older Adults,0.5,0.5,0,1
Cerrahi yoƒüun bakƒ±m √ºnitesinde kateter ili≈ükili kan dola≈üƒ±mƒ± infeksiyonlarƒ±nƒ±n azaltƒ±lmasƒ±nda eƒüitim programƒ±nƒ±n etkisi,1,0,0,1
Change in Ejection Fraction and In-Hospital Mortality in Patients with Sepsis and Septic Shock,1,0,1,0
Changes to practice may help avoid ‚Äòdouble trouble‚Äô,0,1,0,1
Characteristics and management of blunt renal injury in children,0.5,0.5,0,1
Characteristics and outcomes of adverse events after COVID‚Äê19 vaccination,0.25,0.75,0,1
"Characteristics of Critically Ill Adults With Sacrococcygeal Unavoidable Hospital-Acquired Pressure Injuries: A Retrospective, Matched, Case-Control Study",0.25,0.75,0,1
Characteristics of Cumulative Annual Radiation Exposure in Young Intensive Care Unit Survivors,0.375,0.625,1,0
"Characteristics, outcomes and 60-day hospital mortality of ICU patients with COVID-19 and acute kidney injury",0.2,0.8,0,1
Characterization and Use of Cross Sections from Features in LC-IMS-MS Experiments,0.666666667,0.333333333,0,1
Characterization of Sphinx1 ASIC X-ray detector using photon counting and charge integration,0.9,0.1,1,0
Characterization of myocardial injury in patients with COVID-19,0.487804878,0.512195122,0,1
Characterization of white matter changes in a mouse model of mild blast traumatic brain injury,0.333333333,0.666666667,0,1
"Characterizing Relevant microRNA Editing Sites in Parkinsonâ€™s Disease. Cells 2023, 12, 75",1,0,1,0
Characterizing microRNAs and their targets in different organs of Camellia sinensis var. assamica,0.076923077,0.923076923,1,0
Characterizing relevant microRNA editing sites in Parkinsonâ€™s disease,0.181818182,0.818181818,1,0
Children have Higher incidence of Traumatic Brain Injury After ATV Crash Compared to Adults,0,1,0,1
Chlorhexidine Gluconate Bathing to Reduce Methicillin-Resistant Staphylococcus aureus Acquisition,0.5,0.5,0,1
Circadian variation in ictus of aneurysmal subarachnoid hemorrhage,0.222222222,0.777777778,1,0
Cisatracurium continuous infusion versus no neuromuscular blockade for acute respiratory distress syndrome on venovenous extracorporeal membrane oxygenation,0.2,0.8,1,0
Classification and Quantification of Patient-Ventilator Interactions: We Need Consensus!,0,1,0,1
Classification of Subsequent Acute Respiratory Failure (ARF) Requiring Prolonged Mechanical Ventilation by Basic Machine Learning Algorithms,1,0,1,0
"Classifying disorders of consciousness: past, present, and future",0,1,0,1
"Classifying non-dementia and Alzheimerâ€™s disease/vascular dementia patients using kinematic, time-based, and visuospatial parameters: the digital clock drawing test",0.75,0.25,0,1
